"Inst
 Code",Institute Name,Place,"Dist 
Code",Co Education,College Type,Year of Estab,Branch Code,Branch Name,"OC 
BOYS","OC 
GIRLS","BC_A 
BOYS","BC_A 
GIRLS","BC_B 
BOYS","BC_B 
GIRLS","BC_C 
BOYS","BC_C 
GIRLS","BC_D 
BOYS","BC_D 
GIRLS","BC_E 
BOYS","BC_E 
GIRLS","SC 
BOYS","SC 
GIRLS","ST 
BOYS","ST 
GIRLS","EWS 
GEN OU","EWS 
GIRLS OU",Tuition Fee,Affiliated To
GCTC,GEETANJALI COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),KEESARA,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,120000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSE,COMPUTER SCIENCE AND ENGINEERING,46866,63373,136646,143631,137888,146263,90862,90862,123659,143834,117953,117953,156420,156420,156518,156518,138190,138190,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,70000,JNTUH
GLOB,GLOBAL INST OF ENGINEERING AND TECHNOLOGY,CHILKUR,RR,COED,PVT,2006,MEC,MECHANICAL ENGINEERING,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,115466,70000,JNTUH
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,CS,COMPUTER SCIENCE,NA,25681,NA,102494,NA,51148,NA,25681,NA,55942,NA,142600,NA,151745,NA,155847,NA,28699,70000,OU
GLWC,GOKARAJU LAILAVATHI WOMENS ENGINEERING COLLEGE,BACHUPALLY,MDL,GIRLS,PVT,2021,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,23083,NA,58073,NA,40773,NA,33192,NA,42686,NA,80237,NA,120746,NA,151166,NA,24557,70000,OU
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,34950,34950,90563,123565,57046,63565,108122,135361,52902,54534,96000,96000,117065,149305,127261,154716,34950,34950,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CIV,CIVIL ENGINEERING,112776,112776,112776,112776,112776,112776,112776,112776,156597,156597,112776,112776,155274,155274,135433,140661,112776,112776,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSE,COMPUTER SCIENCE AND ENGINEERING,19415,22822,52820,59083,36243,36243,71387,71387,27380,30105,56409,67523,65125,65381,74981,74981,21985,22822,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),24674,28490,62141,78430,42699,42699,96383,102762,40484,42154,64634,101595,100260,100260,116095,150848,27668,29079,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,38833,38833,82557,134691,64385,79047,38833,38833,66383,67439,140122,140122,129030,152223,136144,148481,43063,43063,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,INF,INFORMATION TECHNOLOGY,31033,33193,100880,122090,51777,52423,52717,52717,52503,55301,108704,114105,141299,141299,128701,155270,31033,33193,120000,JNTUH
GNIT,GURUNANAK INST OF TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,1999,MEC,MECHANICAL ENGINEERING,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,151544,120000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,156852,156852,156864,156864,156861,156861,156852,156852,156852,156852,156852,156852,156860,156860,156860,156860,156852,156852,50000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),156852,156852,156864,156864,156861,156861,156852,156852,156852,156852,156852,156852,156860,156860,156860,156860,156852,156852,50000,JNTUH
GNPT,GANAPATHI ENGINEERING COLLGE,WARANGAL,WGL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156864,156864,156861,156861,156852,156852,156852,156852,156852,156852,156860,156860,156860,156860,156852,156852,50000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,6537,NA,16497,NA,11350,NA,6537,NA,10090,NA,6537,NA,34122,NA,47029,NA,6636,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,5414,NA,14331,NA,8455,NA,46759,NA,8011,NA,13868,NA,25241,NA,34131,NA,6061,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),NA,6118,NA,16169,NA,9503,NA,6118,NA,9417,NA,11630,NA,34903,NA,33077,NA,6199,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,14467,NA,41584,NA,19760,NA,74712,NA,21196,NA,30679,NA,64709,NA,69770,NA,14467,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,31566,NA,121504,NA,66948,NA,129886,NA,55163,NA,84080,NA,128339,NA,118774,NA,39726,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,ETM,ELECTRONICS AND TELEMATICS,NA,27006,NA,103646,NA,56734,NA,39667,NA,43616,NA,55023,NA,137037,NA,152345,NA,34322,100000,JNTUH
GNTW,G NARAYNAMMA INSTITUTE OF TECHNOLOGY AND SCI,SHAIKPET,HYD,GIRLS,PVT,1997,INF,INFORMATION TECHNOLOGY,NA,8552,NA,24742,NA,13293,NA,47923,NA,12594,NA,19711,NA,45073,NA,64395,NA,8639,100000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,43750,43750,132247,132247,78991,142471,43750,43750,80542,107309,116779,116779,128249,128249,116295,152773,84759,84759,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSA,COMPUTER SCIENCE AND ENGG (ARTIFICIAL INTELLIGENCE),8888,9434,24240,25796,11103,13243,29073,29073,12378,13016,20738,20738,45032,68110,67047,104372,9747,9747,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSB,COMPUTER SCIENCE AND BUSINESS SYSTEM,7886,8834,21228,22712,13887,13887,7886,8834,12281,16869,22952,22952,39749,43846,37356,80872,8307,8834,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),7054,7552,17483,19969,11754,12059,40407,40407,10005,11124,17268,25340,35205,37252,40007,55807,7179,7649,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,5056,5613,13508,15432,8742,8885,25132,25132,6864,9110,9378,11614,24601,24601,27301,31030,5336,6053,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSI,COMPUTER SCIENCE AND INFORMATION TECHNOLOGY ,7770,9027,31386,33506,12731,13876,7770,9027,13028,13869,19595,31630,42073,60989,49076,52386,9095,9671,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),6271,7449,17466,17466,9864,9864,6271,31078,7505,9808,13023,22691,26209,27776,36373,51680,6271,7530,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,9557,11610,27280,39031,14692,15750,30392,30392,16076,16076,24289,49257,42793,43813,45316,58764,10073,11610,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,19158,19158,59620,73318,40709,60992,19158,19158,40886,40886,71425,71425,72014,112110,66724,130781,24154,36013,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,8189,8189,23073,23073,13414,15628,40422,40422,12451,14473,21217,26845,41473,41474,46799,58272,8431,9016,130000,JNTUH
GRRR,GOKARAJU RANGARAJU INSTITUTE OF ENGG AND TECH,BACHUPALLY,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,42705,42705,124312,124319,78211,128185,42705,42705,69544,109340,132521,132521,128184,155548,119436,121847,51786,94211,130000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,26535,36876,84160,113072,56058,69027,26535,36876,55818,62003,74049,74049,101168,126753,134504,148095,37280,40527,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),38134,38134,84728,130107,61513,76176,38134,38134,57160,68159,116086,116086,125768,148529,126933,149515,38134,41841,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),33199,36089,84648,91765,58462,59484,33199,36089,53054,56045,84637,143138,120583,138955,118677,153889,34119,37402,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,25185,31086,59395,59395,44824,50817,82340,97703,40053,43805,58723,74483,90025,90025,72412,103554,28688,32355,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),29759,32681,68661,81305,52238,54253,118367,118367,45461,47248,108958,108958,98528,102630,112757,142760,31677,32902,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),45477,45477,110056,127429,85029,101648,45477,45477,68716,69772,45477,73837,155934,155934,154885,154885,45477,45589,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,47232,47419,143290,143766,88472,109962,74107,74107,78297,91788,144822,145040,150465,156711,155595,155595,60588,60588,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,INF,INFORMATION TECHNOLOGY,40414,43293,100209,100209,69038,72320,133136,133136,54958,65996,115135,117675,130057,134423,129426,149587,42165,43293,120000,JNTUH
GURU,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,94233,94233,94233,94233,94233,94233,94233,94233,145297,145297,94233,94233,94233,94233,94233,148427,94233,94233,120000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),41412,42534,80651,92187,70357,70371,41412,135374,67139,67139,95165,139782,147772,156689,152502,154064,42148,46713,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,33440,33440,66729,72467,53074,55416,114727,114727,51203,51203,77185,143118,87419,122592,119644,151392,35976,35976,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),38308,38308,71118,89135,69515,69515,88880,88880,65327,65327,102080,143437,118122,148638,154670,155517,38500,38500,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,43260,43260,114823,142350,70270,73502,43260,90513,79434,79434,43260,101476,153377,153377,151372,151372,52530,54658,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,41807,41807,130034,130034,110542,123323,133316,133316,127724,127724,129485,129485,149214,154142,155220,155220,41807,104160,90000,JNTUH
HITM,HYDERABAD INST OF TECHNOLOGY AND MGMT (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,90000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),72775,110011,118989,136985,111144,119266,72775,110011,99590,110011,145568,145568,152855,152855,153789,154558,88511,110011,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,47213,47213,98102,129834,92679,92679,87482,87482,88993,88993,133762,133762,123076,148757,148915,156765,59496,63076,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),59486,59486,142800,142800,133208,138680,59486,59486,122450,141572,132464,132464,155752,155752,151361,151361,112455,140782,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,45331,45331,131742,131742,123738,129580,45331,45331,112705,131232,128289,139973,155126,155345,156142,156724,132874,138890,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,66000,JNTUH
HOLY,HOLY MARY INSTITUTE OF TECH SCIENCE (AUTONOMOUS),KEESARA,MDL,COED,PVT,2001,MEC,MECHANICAL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,66000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ANE,AERONAUTICAL ENGINEERING,30230,33128,36618,113671,30885,33328,30230,33128,30230,61576,51773,96239,64068,73086,114645,141910,30230,35264,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),16997,17878,46128,55837,28004,31537,54365,62248,26192,27122,46304,67510,76020,84935,103345,143361,17721,17878,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),15703,16492,43542,49928,27200,27696,61478,61478,26166,26166,39542,63312,69466,70619,95116,127213,16065,16492,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSE,COMPUTER SCIENCE AND ENGINEERING,13021,13021,35533,38931,22078,24043,53160,53160,20652,20955,29103,49990,51608,53763,60813,84711,13808,14146,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),14577,15097,40940,43165,25321,25866,53884,53884,22495,22594,38480,52648,62569,62634,80393,118017,14578,15239,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,26871,27949,67417,78725,42025,42025,124548,124548,40510,40562,80591,80591,111122,119927,136753,156384,28445,28556,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,39370,39370,102179,133845,75298,75298,39370,39370,49161,131918,132776,132776,120165,153930,152099,152099,39370,76289,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,INF,INFORMATION TECHNOLOGY,16006,17538,46940,46940,30164,31292,16006,98015,27586,28354,45313,66039,81993,84504,107425,121154,17098,18009,101000,JNTUH
IARE,INSTITUTE OF AERONAUTICAL ENGINEERING,DUNDIGAL,MDL,COED,PVT,2000,MEC,MECHANICAL ENGINEERING,94896,94896,94896,134360,140105,140105,94896,94896,94896,100112,94896,94896,152598,152598,154967,156503,94896,97513,101000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,92123,92123,103837,103837,108246,136475,100650,100650,96837,96837,139964,139964,153823,153823,153926,153926,95438,95438,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,62000,JNTUH
IITT,INDUR INSTITUTE OF ENGINEERING AND TECHNOLOGY,SIDDIPET,SDP,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,62000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,24655,32605,80723,146593,74117,86628,24655,32605,48723,67363,89416,89416,154065,154065,155978,155978,24655,70968,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CIV,CIVIL ENGINEERING,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,156852,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),66909,66909,124310,128302,74736,86607,66909,66909,75613,85351,134041,134041,155304,156299,154015,154844,66909,66909,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,36688,44777,74658,88411,65503,65503,50473,50522,50270,52468,71513,72060,114410,120270,117043,151921,40565,44777,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSM,COMPUTER SCIENCE AND ENGINEERING (ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING),44867,49354,128270,128270,75823,90801,44867,87949,72067,89301,138012,138012,153197,153197,155566,155566,56735,56735,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),77510,85317,142528,142528,111017,116468,77510,85317,93505,102032,113623,113623,84714,97337,151892,154783,77510,113087,95000,JNTUH
INDI,SRI INDU INSTITUTE OF ENGINEERING AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,50741,50741,114484,135053,92141,114057,50741,50741,84102,98011,138770,138770,153651,153651,156651,156651,64370,84071,95000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,40808,51825,123407,123407,68819,75861,58803,58803,70660,70660,93091,97369,147627,152832,152354,152354,45796,51825,115000,JNTUH
INDU,SRI INDU COLLEGE OF ENGG AND TECHNOLOGY (AUTONOMOUS),IBRAHIMPATAN,RR,COED,PVT,2001,CIV,CIVIL ENGINEERING,66512,90501,80879,114354,151903,151903,66512,90501,152377,154538,66512,156778,156270,156270,140803,154867,66512,90501,115000,JNTUH
